,S. No.,Timestamp,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Playstyle,accept,GAD_T,SWL_T,SPIN_T
675,718,2015-02-19 15:33:40,0,1,1,0,0,2,1,Not difficult at all,2,5,3,1,5,PC,40,I play for fun,having fun,Diamond 5,20,0,2,0,4,4,3,0,3,4,3,4,4,2,3,4,1,0,2,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,5,16,41
676,719,2015-02-19 15:33:45,3,3,3,3,3,3,3,Very difficult,2,6,2,2,2,PC,40,I play for fun,improving,gold 3,20,3,2,0,0,4,0,2,1,1,0,0,4,0,4,4,1,2,1,Male,24,Student at college / university,Singleplayer,Accept,21,14,28
677,720,2015-02-19 15:33:48,0,0,0,0,0,1,0,Not difficult at all,4,5,6,5,6,PC,18,I play for fun,winning whilst improving,gold 1,14,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Male,19,Unemployed / between jobs,Multiplayer - offline (people in the same room),Accept,1,26,4
678,721,2015-02-19 15:34:02,1,1,1,0,1,0,0,Somewhat difficult,2,4,1,1,1,PC,50,I play for fun,winning,platinum 1,20,1,3,0,1,4,1,1,1,1,1,2,4,0,0,3,1,1,3,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,4,9,25
679,722,2015-02-19 15:34:03,2,3,3,2,0,1,2,Somewhat difficult,2,2,3,1,2,PC,20,I play for fun,having fun,Gold 3,20,2,2,1,2,0,2,0,2,3,2,3,0,1,2,3,1,1,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,13,10,27
681,724,2015-02-19 15:34:15,3,3,3,1,0,2,3,Very difficult,2,6,3,3,7,PC,60,I play with unrealistic dreams of making money,improving,Silver 1,12,1,4,1,1,1,1,1,0,1,2,1,1,3,1,1,0,1,2,Male,21,Unemployed / between jobs,Multiplayer with online friends and real life friends,Accept,15,21,21
682,725,2015-02-19 15:34:15,3,3,2,2,3,3,0,Not difficult at all,1,1,1,1,2,PC,17,I play for fun,having fun,Gold III,8,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Male,20,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,16,6,5
683,726,2015-02-19 15:34:18,0,0,1,0,0,0,1,Not difficult at all,3,4,3,5,4,PC,15,I play for fun,improving,Silver 5,20,1,0,0,2,1,1,2,0,0,0,0,0,0,2,3,1,2,2,Male,23,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,2,19,15
684,727,2015-02-19 15:34:22,0,0,1,0,0,0,0,Not difficult at all,6,7,6,3,3,PC,20,I play for fun,improving,Diamond 5,5,1,1,0,0,0,1,1,0,2,0,1,0,0,1,0,0,1,1,Male,18,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,1,25,9
685,728,2015-02-19 15:34:28,1,1,1,0,1,0,0,Not difficult at all,6,7,6,6,6,PC,14,I play for fun,having fun,Silver I,6,0,2,1,0,2,0,0,0,0,1,0,0,1,1,2,1,0,3,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,4,31,11
686,729,2015-02-19 15:34:38,2,2,2,2,1,1,1,Very difficult,2,2,1,2,2,PC,16,I play for fun,improving,Unranked,12,2,1,2,3,0,1,0,1,2,1,3,0,0,1,0,0,1,1,Male,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,11,9,18
687,730,2015-02-19 15:34:39,0,0,1,1,0,0,0,Somewhat difficult,4,5,5,4,5,PC,14,I play for fun,improving,Diamond 5,7,0,0,1,1,1,1,1,0,2,0,1,0,0,1,0,1,0,3,Male,23,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,2,23,10
688,731,2015-02-19 15:34:36,1,1,1,1,1,1,1,Somewhat difficult,1,2,2,2,6,PC,16,I play for fun,winning,plat 3,5,2,1,0,2,2,1,1,0,1,0,3,1,2,1,1,1,1,3,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,7,13,20
689,732,2015-02-19 15:34:44,1,0,1,0,1,1,0,Not difficult at all,6,6,7,3,7,PC,20,I play for fun,having fun,silver 1,3,0,1,0,1,1,1,1,3,0,1,2,1,1,0,0,0,0,2,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,4,29,13
691,734,2015-02-19 15:34:54,3,3,3,3,3,3,3,Extremely difficult,1,1,1,1,7,PC,70,I play for fun,improving,HR4,10,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,1,Male,26,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,21,11,60
692,735,2015-02-19 15:35:03,1,0,1,2,3,1,1,Somewhat difficult,2,4,3,4,2,PC,40,I play for fun,having fun,Gold 5,12,4,0,3,2,2,2,1,4,2,1,0,1,1,2,2,4,0,3,Male,25,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,9,15,31
693,736,2015-02-19 15:35:04,1,0,1,2,0,1,0,Not difficult at all,3,6,5,6,3,PC,3,I play for fun,having fun,gold,5,2,2,0,0,3,1,0,0,0,0,0,3,0,1,1,1,1,1,Male,28,Employed,Multiplayer - online - with strangers,Accept,5,23,15
694,737,2015-02-19 15:35:06,3,2,3,2,0,2,0,Very difficult,2,5,2,2,2,PC,20,I play for fun,relaxing,Silver II,3,0,2,1,1,3,1,0,1,1,0,4,2,0,0,1,0,3,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,12,13,20
696,740,2015-02-19 15:35:12,1,0,1,0,0,1,1,Somewhat difficult,5,5,6,5,3,PC,15,I play for fun,improving,Gold 5,6,1,1,0,1,1,1,2,0,0,0,3,3,1,1,3,1,1,2,Male,18,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,4,24,20
697,741,2015-02-19 15:35:15,1,1,1,0,0,1,1,Not difficult at all,6,6,6,6,6,PC,15,I play for fun,winning,gold,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Male,23,Student at college / university,Multiplayer - online - with strangers,Accept,5,30,3
698,742,2015-02-19 15:35:16,0,1,1,0,0,2,1,Somewhat difficult,5,6,3,5,5,PC,14,I play for fun,having fun,Silver 4,6,0,0,2,0,0,0,0,1,2,1,1,0,0,1,0,0,0,5,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,5,24,8
699,743,2015-02-19 15:35:18,1,2,3,3,2,0,1,Very difficult,2,6,2,5,7,PC,15,I play for fun,improving,Diamond 4,10,0,3,3,4,1,4,0,4,4,2,4,1,2,4,1,1,2,2,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,12,22,40
700,744,2015-02-19 15:35:24,1,1,1,0,0,1,0,Not difficult at all,5,3,4,3,3,PC,30,Eloboosting.,winning,Diamond,5,0,0,0,2,0,0,0,4,1,0,2,0,0,0,0,0,0,1,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,4,18,9
701,745,2015-02-19 15:35:22,1,0,0,0,0,0,0,Not difficult at all,6,6,7,7,7,PC,20,I play for fun,having fun,Not Ranked,20,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,26,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,1,33,3
702,746,2015-02-19 15:35:29,0,0,0,0,0,0,0,Not difficult at all,3,6,5,4,5,PC,30,I play for fun,improving,Unranked,25,0,2,1,2,1,0,1,3,2,0,3,0,0,2,0,0,2,1,Male,21,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,0,23,19
703,747,2015-02-19 15:35:29,0,0,1,1,0,1,0,Somewhat difficult,2,5,3,2,3,PC,30,I play for fun,All four of the above.,Diamond,1,0,1,1,1,2,3,1,1,3,0,3,0,0,2,3,0,0,1,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,3,15,21
705,749,2015-02-19 15:35:38,1,1,2,2,0,1,2,Very difficult,3,6,3,2,2,"Console (PS, Xbox, ...)",35,I play for fun,improving,Platinum 1,12,1,2,3,3,1,4,3,2,3,0,3,0,2,1,3,1,2,2,Male,18,Student at school,Multiplayer - online - with strangers,Accept,9,16,34
706,750,2015-02-19 15:35:41,2,2,2,1,0,1,2,Somewhat difficult,3,5,2,3,2,PC,16,I play for fun,having fun,Platinum,3,1,3,4,4,4,4,3,4,4,4,4,4,3,4,4,1,3,3,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,10,15,58
707,751,2015-02-19 15:35:45,0,0,0,0,0,0,0,Not difficult at all,2,3,3,4,3,PC,20,I play for fun,Relaxing & having fun,Unranked,0,0,0,0,1,2,2,0,0,1,0,0,3,0,1,1,0,0,3,Male,18,Employed,Multiplayer - online - with strangers,Accept,0,15,11
708,752,2015-02-19 15:35:50,0,1,1,0,0,1,0,Somewhat difficult,5,5,7,7,6,PC,5,I play for fun,improving,Gold IV,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,20,Student at college / university,Singleplayer,Accept,3,30,2
709,753,2015-02-19 15:35:53,0,0,0,0,0,0,0,Somewhat difficult,4,6,6,3,3,PC,30,I play for fun,having fun,master,10,1,1,2,2,1,1,0,2,0,1,4,1,0,1,1,0,0,3,Male,19,Employed,Multiplayer - online - with real life friends,Accept,0,22,18
711,755,2015-02-19 15:35:59,1,0,0,0,0,1,0,Not difficult at all,4,3,2,3,3,PC,80,I play for fun,improving,Diamond,10,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,2,15,6
712,756,2015-02-19 15:36:00,0,0,1,0,0,1,0,Not difficult at all,5,4,4,2,6,PC,15,I play for fun,winning,Silver 1,1,1,2,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,2,21,8
714,758,2015-02-19 15:36:01,0,0,1,0,0,1,0,Not difficult at all,6,6,6,5,6,PC,15,I play for fun,having fun,Diamond 4,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,29,2
716,760,2015-02-19 15:36:20,1,1,1,2,1,2,0,Not difficult at all,2,5,4,2,2,PC,5,I play for fun,having fun,Gold,1,2,1,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,8,15,9
717,762,2015-02-19 15:36:25,2,3,3,3,0,1,0,Somewhat difficult,1,4,2,3,1,PC,30,I play for fun,winning,Gold 2,15,0,2,4,3,2,3,1,4,4,4,4,0,1,3,3,1,1,2,Male,38,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,12,11,40
720,765,2015-02-19 15:36:33,2,2,2,2,1,2,1,Somewhat difficult,4,5,3,6,3,PC,16,I play for fun,having fun,Gold 5,5,2,0,2,3,2,1,3,1,2,1,4,2,1,2,2,2,2,1,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,12,21,32
721,766,2015-02-19 15:36:34,0,1,0,0,0,1,1,Not difficult at all,5,5,6,3,5,PC,20,I play for fun,having fun,Silver,5,0,2,1,0,1,0,1,0,3,0,1,0,0,3,2,0,0,2,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,3,24,14
722,767,2015-02-19 15:36:34,3,1,1,0,3,0,1,Not difficult at all,6,6,5,2,5,PC,25,I play for fun,improving,Platinum 1,5,0,4,2,1,2,3,0,2,2,1,4,1,0,4,4,0,0,1,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,9,24,30
724,769,2015-02-19 15:36:35,0,1,1,1,0,0,1,Not difficult at all,3,4,4,3,2,PC,30,I play for fun,having fun,unranked,16,2,1,1,3,0,2,1,2,3,0,4,1,1,2,1,2,1,1,Male,21,Employed,Multiplayer - online - with strangers,Accept,4,16,27
725,770,2015-02-19 15:36:38,1,2,2,1,2,1,1,Somewhat difficult,2,3,5,1,1,PC,20,I play for fun,improving,Platinum,4,3,3,4,3,4,3,0,4,4,2,4,4,3,4,4,3,4,4,Male,24,Student at school,Multiplayer - online - with real life friends,Accept,10,12,56
726,771,2015-02-19 15:36:40,0,0,0,0,0,1,1,Not difficult at all,3,4,5,4,3,PC,30,I play for fun,improving & having fun,Platinum 5,15,1,2,1,2,0,2,2,3,3,1,3,0,1,0,1,0,1,2,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,2,19,23
727,772,2015-02-19 15:36:42,0,0,0,0,0,1,0,Not difficult at all,3,4,6,3,5,PC,12,I play for fun,improving,Silver,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Male,23,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,1,21,0
728,773,2015-02-19 15:36:44,1,1,1,1,1,1,1,Somewhat difficult,2,1,2,2,1,PC,14,I play for fun,improving,Silver,3,0,1,2,3,2,2,2,2,2,2,3,1,2,2,2,2,1,2,Male,18,Student at school,Multiplayer - online - with strangers,Accept,7,8,31
729,774,2015-02-19 15:36:51,1,0,0,1,1,0,0,Not difficult at all,3,6,5,6,3,PC,20,I play for fun,having fun,Gold 5,10,1,1,2,1,1,3,1,2,2,2,2,0,0,1,2,0,2,1,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,3,23,23
730,775,2015-02-19 15:36:58,1,1,2,2,1,3,2,Not difficult at all,6,7,7,6,7,PC,10,I play for fun,improving,Platinum,30,0,3,1,4,0,0,0,4,4,0,4,0,0,0,0,0,0,4,Male,24,Employed,Multiplayer - online - with real life friends,Accept,12,33,20
731,776,2015-02-19 15:36:59,2,1,1,1,1,1,0,Somewhat difficult,2,3,4,1,4,PC,22,I play for fun,improving,Platinum,4,0,1,1,1,0,1,2,1,1,0,1,0,0,0,2,0,1,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,7,14,12
733,778,2015-02-19 15:37:07,1,1,1,1,0,0,1,Not difficult at all,4,4,4,3,4,PC,5,I play for fun,improving,Platinum,5,0,1,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,2,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,5,19,7
734,779,2015-02-19 15:37:07,0,0,0,0,0,1,1,Not difficult at all,4,6,5,4,5,PC,8,I play for fun,winning,Silver 4,1,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,Male,18,Student at college / university,Multilayer - online - with real life friends and online friends as well as with strangers,Accept,2,24,6
735,780,2015-02-19 15:37:11,1,0,3,0,3,3,2,Not difficult at all,5,4,4,5,5,PC,20,I play for fun,having fun,Bronze 1,40,4,3,0,0,1,0,0,1,4,0,4,3,0,1,1,4,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,12,23,26
736,781,2015-02-19 15:37:16,1,1,1,0,0,0,0,Not difficult at all,7,7,6,6,5,PC,10,I play for fun,winning,Diamond 3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,3,31,2
737,782,2015-02-19 15:37:19,3,3,3,1,0,2,1,Very difficult,4,5,4,2,1,PC,35,I play for fun,winning,silver 3,35,1,1,1,1,1,1,2,2,1,0,1,1,3,1,4,1,1,3,Male,26,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,13,16,23
738,783,2015-02-19 15:37:20,0,0,1,0,0,0,0,Not difficult at all,6,5,6,7,7,PC,25,I play for fun,having fun,plat2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,Male,22,Employed,Multiplayer - online - with real life friends,Accept,1,31,4
739,784,2015-02-19 15:37:21,0,0,0,0,0,1,0,Not difficult at all,4,6,5,5,4,PC,8,I play for fun,having fun,Silver ,2,0,0,0,0,0,0,1,0,3,0,0,0,0,1,2,0,0,1,Male,25,Employed,Multiplayer - online - with strangers,Accept,1,24,7
740,785,2015-02-19 15:37:22,0,0,0,0,0,0,0,Not difficult at all,3,5,6,2,5,PC,20,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,Unranked --> Diamond V S4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,Other,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,0,21,2
741,786,2015-02-19 15:37:26,3,3,3,3,2,2,3,Very difficult,1,1,2,1,1,PC,5,I play for fun,improving,Plat II,10,4,2,3,4,2,4,1,3,4,4,4,2,2,4,3,3,2,4,Other,18,Student at college / university,Multiplayer - online - with strangers,Accept,19,6,51
742,787,2015-02-19 15:37:26,2,1,1,0,0,1,1,Not difficult at all,5,6,4,3,2,PC,35,I play for fun,having fun,gold,9,0,2,2,1,2,2,3,2,1,1,0,0,0,0,3,0,3,4,Male,22,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,6,20,22
743,788,2015-02-19 15:37:26,2,2,2,3,2,0,0,Somewhat difficult,1,1,3,5,2,PC,40,I play for fun,improving,Platinum,20,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,11,12,5
746,791,2015-02-19 15:37:27,1,1,0,1,0,0,0,Not difficult at all,2,1,5,1,3,PC,15,I play for fun,having fun,Silver 3,15,0,0,0,2,0,2,1,2,0,0,1,1,0,1,1,0,0,1,Male,25,Student at college / university,Multiplayer - online - with real life friends,Accept,3,12,11
747,793,2015-02-19 15:37:33,0,0,0,0,0,0,0,Not difficult at all,4,5,5,3,4,PC,10,I play for fun,improving,Gold,15,2,1,0,2,1,1,0,2,3,0,3,2,0,2,2,0,0,1,Male,21,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,0,21,21
750,796,2015-02-19 15:37:44,0,0,0,0,1,1,0,Not difficult at all,5,6,6,6,5,PC,15,I play for fun,improving,Silver,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Male,22,Employed,Multiplayer - online - with real life friends,Accept,2,28,1
751,797,2015-02-19 15:37:45,1,0,0,0,1,2,1,Not difficult at all,3,3,5,3,2,PC,35,I play for fun,winning,Platinum V,10,1,2,0,2,0,2,1,1,2,0,1,0,0,2,3,0,0,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,5,16,17
752,798,2015-02-19 15:37:45,1,1,2,1,3,0,0,Somewhat difficult,2,5,2,3,2,PC,10,I play for fun,improving,Silver 2,20,0,2,3,1,4,2,1,4,3,1,3,4,0,3,4,2,3,1,Male,23,Employed,Multiplayer - online - with strangers,Accept,8,14,40
753,799,2015-02-19 15:37:47,1,0,1,0,0,2,1,Somewhat difficult,5,5,5,7,5,PC,30,I play for fun,winning,Silver 2,10,2,1,1,3,3,3,0,0,0,2,3,2,0,2,2,0,0,3,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,5,27,24
755,801,2015-02-19 15:37:54,1,1,1,0,0,1,0,Not difficult at all,4,7,6,2,4,PC,10,I play for fun,having fun,platinum 5,0,0,0,1,0,2,0,0,0,1,0,3,1,0,0,0,0,1,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,4,23,9
756,802,2015-02-19 15:37:55,3,3,3,2,2,3,3,Very difficult,4,2,3,1,1,PC,60,I play for fun,winning,Gold 5,5,2,1,0,0,2,0,1,1,2,0,3,1,1,1,2,1,2,3,Male,20,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,19,11,20
757,803,2015-02-19 15:37:58,0,1,2,1,1,2,0,Somewhat difficult,2,3,4,3,5,PC,30,I play for fun,improving,Plat 5,10,2,1,1,2,2,3,1,1,2,2,3,1,1,2,2,2,3,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,7,17,31
758,804,2015-02-19 15:38:04,1,0,0,0,0,1,0,Not difficult at all,2,2,2,2,2,PC,20,I play for fun,improving,Gold 3,60,0,1,0,2,0,1,0,1,0,1,2,0,1,0,0,0,0,2,Male,24,Employed,Multiplayer - online - with strangers,Accept,2,10,9
759,805,2015-02-19 15:38:06,0,1,1,1,3,1,0,Somewhat difficult,5,5,6,3,5,PC,28,I play for fun,improving,Platinum,5,1,0,0,1,1,0,1,0,0,1,1,2,2,1,3,1,1,3,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,7,24,16
760,806,2015-02-19 15:38:09,0,0,0,3,0,3,0,Somewhat difficult,1,2,7,2,4,PC,30,I play for fun,having fun,Diamond 5,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,Male,19,Student at college / university,Singleplayer,Accept,6,16,3
761,807,2015-02-19 15:38:10,1,1,1,1,0,1,1,Not difficult at all,2,3,2,2,4,PC,10,I play for fun,winning,diamond V,5,2,3,2,4,1,3,3,3,4,2,4,3,2,2,3,3,4,2,Male,19,Student at school,Multiplayer - online - with strangers,Accept,6,13,48
762,808,2015-02-19 15:38:15,0,0,0,0,0,0,0,Not difficult at all,6,7,6,5,6,PC,40,I play for fun,relaxing,Gold 5,15,1,0,0,0,1,0,2,2,0,0,1,3,2,1,1,1,0,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,0,30,15
763,809,2015-02-19 15:38:23,1,0,1,0,0,0,0,Not difficult at all,1,2,3,1,2,PC,2,I play for fun,relaxing,plat 5,1,1,2,1,0,2,4,0,0,0,0,0,1,0,1,0,1,0,1,Male,18,Student at school,Singleplayer,Accept,2,9,13
764,810,2015-02-19 15:38:37,1,1,1,0,0,0,1,Not difficult at all,5,3,1,1,6,PC,42,I play for fun,improving,Platinum 4,20,0,1,2,3,1,0,1,2,0,0,0,0,0,0,1,0,0,2,Male,23,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,4,16,11
765,811,2015-02-19 15:38:38,1,1,2,1,0,1,0,Not difficult at all,6,5,6,6,6,PC,15,I play for fun,improving,Plat 5,0,2,1,4,3,2,4,3,4,1,3,4,1,1,3,3,1,1,3,Male,18,Employed,Multiplayer - online - with real life friends,Accept,6,29,41
766,812,2015-02-19 15:38:39,1,0,0,0,0,1,0,Somewhat difficult,6,6,6,5,3,PC,15,I play for fun,having fun,Silver 5,25,0,1,3,4,2,3,0,3,2,3,1,0,1,1,3,2,0,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,2,26,29
767,813,2015-02-19 15:38:52,0,0,1,0,0,0,0,Not difficult at all,4,6,3,2,6,PC,35,I play for fun,having fun,Platinum,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,Male,22,Student at college / university,Multiplayer - online - with real life friends,Accept,1,21,2
769,816,2015-02-19 15:38:55,1,0,0,0,0,1,0,Not difficult at all,5,6,5,5,3,PC,18,I play for fun,improving,Gold 1,5,1,3,1,2,3,1,2,2,2,1,1,2,1,3,2,0,1,3,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,2,24,28
770,817,2015-02-19 15:39:00,0,0,0,0,0,0,0,Not difficult at all,4,5,6,3,5,"Console (PS, Xbox, ...)",3,I play for fun,having fun,Gold,15,0,3,2,2,1,0,1,3,0,0,0,1,1,0,3,0,1,1,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,0,23,18
772,819,2015-02-19 15:39:07,2,2,2,2,0,1,2,Somewhat difficult,4,6,5,5,4,PC,3,I play for fun,improving,silver 2,10,2,1,2,2,2,1,1,2,2,1,2,2,0,1,1,1,0,2,Female,21,Student at college / university,Multiplayer - online - with strangers,Accept,11,24,23
773,820,2015-02-19 15:39:09,1,0,2,1,1,2,0,Somewhat difficult,3,5,3,3,1,PC,18,I play for fun,improving,Bronze ,10,1,1,2,3,2,4,3,3,3,2,3,3,2,3,4,0,3,1,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,7,15,42
774,821,2015-02-19 15:39:09,0,0,0,0,0,0,0,Not difficult at all,3,6,5,2,5,PC,21,I play for fun,having fun,Platinum,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Female,20,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,0,21,2
776,823,2015-02-19 15:39:14,1,1,1,1,1,1,1,Very difficult,5,4,6,3,2,PC,20,I play for fun,improving,Silver 3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,Male,22,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,7,20,6
777,824,2015-02-19 15:39:14,0,0,1,0,0,1,0,Not difficult at all,5,6,6,6,6,PC,20,I play for fun,improving,Silver 2,10,1,1,0,1,1,1,2,0,0,1,0,0,0,1,1,0,1,2,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,2,29,11
779,827,2015-02-19 15:39:33,0,0,0,0,0,0,0,Not difficult at all,6,6,6,6,6,PC,10,I play for fun,winning,Gold,10,2,2,2,3,1,1,1,2,4,1,4,0,2,2,2,0,2,5,Male,23,Student at college / university,Multiplayer - online - with strangers,Accept,0,30,31
780,828,2015-02-19 15:39:35,1,0,0,0,0,2,0,Not difficult at all,1,4,3,4,4,PC,8,I play for fun,winning,Plat 4,8,0,0,2,1,0,1,1,3,0,1,0,0,2,0,0,0,0,1,Male,33,Employed,Multiplayer - online - with strangers,Accept,3,16,11
781,829,2015-02-19 15:39:37,3,3,3,3,3,3,3,Extremely difficult,2,2,1,1,1,PC,70,I play for fun,improving,Diamond,12,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,4,Male,20,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,21,7,4
782,830,2015-02-19 15:39:42,0,0,0,0,0,1,0,Not difficult at all,2,2,2,2,6,PC,20,I play for fun,improving,Diamond v,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,1,14,2
784,832,2015-02-19 15:39:46,1,0,1,0,0,0,1,Somewhat difficult,3,5,5,4,5,PC,35,I play for fun,improving,Silver 3,8,1,0,2,2,2,2,0,3,3,1,2,2,0,1,1,1,1,2,Male,25,Employed,Multiplayer - online - with real life friends,Accept,3,22,24
